,Tweet,cleanedTweets
69,Had a call with 🇩🇪 Chancellor @OlafScholz. Informed about missile terror by RF. Grateful to 🇩🇪 for the air defense provided. We must build an air shield over 🇺🇦. Stressed the importance of continuing the Grain Initiative. We must not allow the world to be blackmailed with hunger!,Had a call with 🇩🇪 Chancellor . Informed about missile terror by RF. Grateful to 🇩🇪 for the air defense provided. We must build an air shield over 🇺🇦. Stressed the importance of continuing the Grain Initiative. We must not allow the world to be blackmailed with hunger!
70,Held talks with UN Secretary-General @antonioguterres. Confirmed 🇺🇦 commitment to the Grain Deal. We're ready to remain a guarantor of🌎food safety. Informed about the consequences of the missile terror &amp; nuclear blackmail by the RF. The reaction of the world &amp; 🇺🇳 must be tough!,Held talks with UN Secretary-General . Confirmed 🇺🇦 commitment to the Grain Deal. We're ready to remain a guarantor of🌎food safety. Informed about the consequences of the missile terror &amp; nuclear blackmail by the RF. The reaction of the world &amp; 🇺🇳 must be tough!
71,My deepest condolences to the people of the Republic of Korea and @President_KR over the tragedy in Seoul. We share your pain and sincerely wish a speedy recovery to all the victims.,My deepest condolences to the people of the Republic of Korea and  over the tragedy in Seoul. We share your pain and sincerely wish a speedy recovery to all the victims.
72,Thank you to my friend @JustinTrudeau for today’s announcement. Ukraine sovereignty bond backed by Canadian Government will allow everyone to contribute to our victory,Thank you to my friend  for today’s announcement. Ukraine sovereignty bond backed by Canadian Government will allow everyone to contribute to our victory
73,I congratulated @GiorgiaMeloni on her appointment as Prime Minister of Italy. I’m hopeful for further fruitful cooperation. We discussed Ukraine's integration into #EU and #NATO. I told about the current situation in our country and invited her to visit Ukraine.,I congratulated  on her appointment as Prime Minister of Italy. I’m hopeful for further fruitful cooperation. We discussed Ukraine's integration into EU and NATO. I told about the current situation in our country and invited her to visit Ukraine.
74,In an excellent conversation with @RishiSunak we agreed to write a new chapter in 🇺🇦-🇬🇧 relations but the story is the same - full support in the face of Russian aggression. I appreciate PM’s first call to Ukraine. And always grateful for the support of the 🇬🇧 people.,In an excellent conversation with  we agreed to write a new chapter in 🇺🇦-🇬🇧 relations but the story is the same - full support in the face of Russian aggression. I appreciate PM’s first call to Ukraine. And always grateful for the support of the 🇬🇧 people.
75,Congratulations to @RishiSunak on taking office as 🇬🇧 Prime Minister! I wish you to successfully overcome all the challenges facing British society and the whole world today. I’m ready to continue strengthening the 🇺🇦-🇬🇧 strategic partnership together!,Congratulations to  on taking office as 🇬🇧 Prime Minister! I wish you to successfully overcome all the challenges facing British society and the whole world today. I’m ready to continue strengthening the 🇺🇦-🇬🇧 strategic partnership together!
76,Continued dialogue with IMF Managing Director @KGeorgieva. Thanked for $1.3 billion in emergency aid. Assured that 🇺🇦 will do everything to properly pass the IMF monitoring program &amp; move on to the new one ASAP. Emphasized the importance of the donor coordination platform for 🇺🇦.,Continued dialogue with IMF Managing Director . Thanked for $1.3 billion in emergency aid. Assured that 🇺🇦 will do everything to properly pass the IMF monitoring program &amp; move on to the new one ASAP. Emphasized the importance of the donor coordination platform for 🇺🇦.
77,"My congratulations to @GiorgiaMeloni, the first female Prime Minister of Italy. I wish the new government to successfully respond to all the challenges of today. I look forward to continued fruitful cooperation to ensure peace and prosperity in Ukraine, Italy and the world!","My congratulations to , the first female Prime Minister of Italy. I wish the new government to successfully respond to all the challenges of today. I look forward to continued fruitful cooperation to ensure peace and prosperity in Ukraine, Italy and the world!"
78,"Had a substantive &amp; productive call with 🇩🇪 President Frank-Walter Steinmeier. Thanked 🇩🇪for the 1st #IRIS air defense system, we must deploy an air shield over 🇺🇦 ASAP! 🇩🇪 will help overcome the consequences of Russian missile terror. We're preparing 🇩🇪 President's visit to 🇺🇦.","Had a substantive &amp; productive call with 🇩🇪 President Frank-Walter Steinmeier. Thanked 🇩🇪for the 1st IRIS air defense system, we must deploy an air shield over 🇺🇦 ASAP! 🇩🇪 will help overcome the consequences of Russian missile terror. We're preparing 🇩🇪 President's visit to 🇺🇦."
79,This is why Ukraine will win this war. I thank all fellow Ukrainians for saving power at their homes today,This is why Ukraine will win this war. I thank all fellow Ukrainians for saving power at their homes today
80,Without electricity or without them?,Without electricity or without them?
81,"Grateful to @Europarl_EN, @EP_President for awarding the Sakharov Prize to the 🇺🇦 people. Ukrainians prove dedication to the values of freedom, democracy every day on the battlefield against the terrorist state of the RF. On this path, 🇪🇺 nations' support very important for 🇺🇦.","Grateful to ,  for awarding the Sakharov Prize to the 🇺🇦 people. Ukrainians prove dedication to the values of freedom, democracy every day on the battlefield against the terrorist state of the RF. On this path, 🇪🇺 nations' support very important for 🇺🇦."
82,"Continued a friendly dialog with 🇹🇷 President @RTErdogan. Thanked for the unshakable support of the territorial integrity, sovereignty of 🇺🇦. Noted Türkiye's special role in the Grain Initiative and its continuation. 🇺🇦 - 🇹🇷 interaction in the security sphere highly appreciated.","Continued a friendly dialog with 🇹🇷 President . Thanked for the unshakable support of the territorial integrity, sovereignty of 🇺🇦. Noted Türkiye's special role in the Grain Initiative and its continuation. 🇺🇦 - 🇹🇷 interaction in the security sphere highly appreciated."
